Index,File,Are equals,Size in ntsc_1.0,Size in ntsc_1.0_rc,Size proportion,Size difference,Bytes different,Words different
1371,hiral_demo_room_0,True,1600,1600,1.0,0,0,0
1372,kokiri_home3_scene,True,6048,6048,1.0,0,0,0
1373,kokiri_home3_room_0,True,222736,222736,1.0,0,0,0
1374,malon_stable_scene,True,1648,1648,1.0,0,0,0
1375,malon_stable_room_0,True,189008,189008,1.0,0,0,0
1376,kakariko_scene,True,3744,3744,1.0,0,0,0
1377,kakariko_room_0,True,176064,176064,1.0,0,0,0
1378,bdan_boss_scene,True,3648,3648,1.0,0,0,0
1379,bdan_boss_room_0,True,12320,12320,1.0,0,0,0
1380,bdan_boss_room_1,False,20672,20672,1.0,0,16,8
1381,FIRE_bs_scene,True,19456,19456,1.0,0,0,0
1382,FIRE_bs_room_0,True,17008,17008,1.0,0,0,0
1383,FIRE_bs_room_1,True,28640,28640,1.0,0,0,0
1384,hut_scene,True,1296,1296,1.0,0,0,0
1385,hut_room_0,True,169376,169376,1.0,0,0,0
1386,daiyousei_izumi_scene,True,57344,57344,1.0,0,0,0
1387,daiyousei_izumi_room_0,True,14608,14608,1.0,0,0,0
1388,hakaana_scene,True,2704,2704,1.0,0,0,0
1389,hakaana_room_0,True,30928,30928,1.0,0,0,0
1390,yousei_izumi_tate_scene,True,34832,34832,1.0,0,0,0
1391,yousei_izumi_tate_room_0,True,17104,17104,1.0,0,0,0
1392,yousei_izumi_yoko_scene,True,52640,52640,1.0,0,0,0
1393,yousei_izumi_yoko_room_0,True,16400,16400,1.0,0,0,0
1394,golon_scene,True,928,928,1.0,0,0,0
1395,golon_room_0,True,156112,156112,1.0,0,0,0
1396,zoora_scene,True,912,912,1.0,0,0,0
1397,zoora_room_0,True,156128,156128,1.0,0,0,0
1398,drag_scene,True,1008,1008,1.0,0,0,0
1399,drag_room_0,True,179808,179808,1.0,0,0,0
1400,alley_shop_scene,True,1456,1456,1.0,0,0,0
1401,alley_shop_room_0,True,158768,158768,1.0,0,0,0
1402,night_shop_scene,True,1648,1648,1.0,0,0,0
1403,night_shop_room_0,True,166240,166240,1.0,0,0,0
1404,impa_scene,True,3344,3344,1.0,0,0,0
1405,impa_room_0,True,159648,159648,1.0,0,0,0
1406,labo_scene,True,3824,3824,1.0,0,0,0
1407,labo_room_0,True,182000,182000,1.0,0,0,0
1408,tent_scene,True,1664,1664,1.0,0,0,0
1409,tent_room_0,True,210592,210592,1.0,0,0,0
1410,nakaniwa_scene,True,14880,14880,1.0,0,0,0
1411,nakaniwa_room_0,True,97984,97984,1.0,0,0,0
1412,ddan_boss_scene,True,10336,10336,1.0,0,0,0
1413,ddan_boss_room_0,True,20016,20016,1.0,0,0,0
1414,ddan_boss_room_1,True,15824,15824,1.0,0,0,0
1415,ydan_boss_scene,True,5952,5952,1.0,0,0,0
1416,ydan_boss_room_0,True,28656,28656,1.0,0,0,0
1417,ydan_boss_room_1,True,26608,26608,1.0,0,0,0
1418,HAKAdan_bs_scene,True,10112,10112,1.0,0,0,0
1419,HAKAdan_bs_room_0,True,10720,10720,1.0,0,0,0
1420,HAKAdan_bs_room_1,True,24400,24400,1.0,0,0,0
1421,MIZUsin_bs_scene,True,6752,6752,1.0,0,0,0
1422,MIZUsin_bs_room_0,True,17520,17520,1.0,0,0,0
1423,MIZUsin_bs_room_1,True,45808,45808,1.0,0,0,0
1424,ganon_scene,True,67504,67504,1.0,0,0,0
1425,ganon_room_0,True,32464,32464,1.0,0,0,0
1426,ganon_room_1,True,30576,30576,1.0,0,0,0
1427,ganon_room_2,True,30800,30800,1.0,0,0,0
1428,ganon_room_3,True,30512,30512,1.0,0,0,0
1429,ganon_room_4,True,37072,37072,1.0,0,0,0
1430,ganon_room_5,True,35600,35600,1.0,0,0,0
1431,ganon_room_6,True,39840,39840,1.0,0,0,0
1432,ganon_room_7,True,42912,42912,1.0,0,0,0
1433,ganon_room_8,True,27616,27616,1.0,0,0,0
1434,ganon_room_9,True,22816,22816,1.0,0,0,0
1435,ganon_boss_scene,True,31776,31776,1.0,0,0,0
1436,ganon_boss_room_0,True,24192,24192,1.0,0,0,0
1437,jyasinboss_scene,True,36080,36080,1.0,0,0,0
1438,jyasinboss_room_0,True,4048,4048,1.0,0,0,0
1439,jyasinboss_room_1,True,32320,32320,1.0,0,0,0
1440,jyasinboss_room_2,True,15808,15808,1.0,0,0,0
1441,jyasinboss_room_3,True,46848,46848,1.0,0,0,0
1442,kokiri_home4_scene,True,6832,6832,1.0,0,0,0
1443,kokiri_home4_room_0,True,231760,231760,1.0,0,0,0
1444,kokiri_home5_scene,True,5136,5136,1.0,0,0,0
1445,kokiri_home5_room_0,True,200544,200544,1.0,0,0,0
1446,ganon_final_scene,True,74112,74112,1.0,0,0,0
1447,ganon_final_room_0,True,52912,52912,1.0,0,0,0
1448,kakariko3_scene,True,2112,2112,1.0,0,0,0
1449,kakariko3_room_0,True,173440,173440,1.0,0,0,0
1450,hairal_niwa2_scene,,,,,,
1451,hairal_niwa2_room_0,,,,,,
1452,hakasitarelay_scene,True,57968,57968,1.0,0,0,0
1453,hakasitarelay_room_0,True,29376,29376,1.0,0,0,0
1454,hakasitarelay_room_1,True,26400,26400,1.0,0,0,0
1455,hakasitarelay_room_2,True,33968,33968,1.0,0,0,0
1456,hakasitarelay_room_3,True,36064,36064,1.0,0,0,0
1457,hakasitarelay_room_4,True,17536,17536,1.0,0,0,0
1458,hakasitarelay_room_5,True,17488,17488,1.0,0,0,0
1459,hakasitarelay_room_6,True,31408,31408,1.0,0,0,0
1460,shrine_scene,True,5344,5344,1.0,0,0,0
1461,shrine_room_0,True,338672,338672,1.0,0,0,0
1462,turibori_scene,True,75488,75488,1.0,0,0,0
1463,turibori_room_0,True,26464,26464,1.0,0,0,0
1464,shrine_n_scene,True,5376,5376,1.0,0,0,0
1465,shrine_n_room_0,True,338704,338704,1.0,0,0,0
1466,shrine_r_scene,True,5264,5264,1.0,0,0,0
1467,shrine_r_room_0,True,338672,338672,1.0,0,0,0
1468,hakaana2_scene,True,53392,53392,1.0,0,0,0
1469,hakaana2_room_0,True,26640,26640,1.0,0,0,0
1470,gerudoway_scene,True,55584,55584,1.0,0,0,0
1471,gerudoway_room_0,True,19776,19776,1.0,0,0,0
1472,gerudoway_room_1,True,29360,29360,1.0,0,0,0
1473,gerudoway_room_2,True,15952,15952,1.0,0,0,0
1474,gerudoway_room_3,True,45840,45840,1.0,0,0,0
1475,gerudoway_room_4,True,14624,14624,1.0,0,0,0
1476,gerudoway_room_5,True,20032,20032,1.0,0,0,0
1477,hairal_niwa_n_scene,True,37104,37104,1.0,0,0,0
1478,hairal_niwa_n_room_0,True,13856,13856,1.0,0,0,0
1479,bowling_scene,True,60192,60192,1.0,0,0,0
1480,bowling_room_0,True,25056,25056,1.0,0,0,0
1481,hakaana_ouke_scene,True,19168,19168,1.0,0,0,0
1482,hakaana_ouke_room_0,True,43008,43008,1.0,0,0,0
1483,hakaana_ouke_room_1,True,18432,18432,1.0,0,0,0
1484,hakaana_ouke_room_2,True,24848,24848,1.0,0,0,0
1485,hylia_labo_scene,True,69776,69776,1.0,0,0,0
1486,hylia_labo_room_0,True,30160,30160,1.0,0,0,0
1487,souko_scene,True,27664,27664,1.0,0,0,0
1488,souko_room_0,True,38208,38208,1.0,0,0,0
1489,souko_room_1,True,42032,42032,1.0,0,0,0
1490,souko_room_2,True,33152,33152,1.0,0,0,0
1491,miharigoya_scene,True,50512,50512,1.0,0,0,0
1492,miharigoya_room_0,True,15792,15792,1.0,0,0,0
1493,mahouya_scene,True,43552,43552,1.0,0,0,0
1494,mahouya_room_0,True,27280,27280,1.0,0,0,0
1495,takaraya_scene,True,29104,29104,1.0,0,0,0
1496,takaraya_room_0,True,40384,40384,1.0,0,0,0
1497,takaraya_room_1,True,8192,8192,1.0,0,0,0
1498,takaraya_room_2,True,8240,8240,1.0,0,0,0
1499,takaraya_room_3,True,10272,10272,1.0,0,0,0
1500,takaraya_room_4,True,12320,12320,1.0,0,0,0
1501,takaraya_room_5,True,12288,12288,1.0,0,0,0
1502,takaraya_room_6,True,11008,11008,1.0,0,0,0
1503,ganon_sonogo_scene,True,32528,32528,1.0,0,0,0
1504,ganon_sonogo_room_0,True,32384,32384,1.0,0,0,0
1505,ganon_sonogo_room_1,True,31664,31664,1.0,0,0,0
1506,ganon_sonogo_room_2,True,36000,36000,1.0,0,0,0
1507,ganon_sonogo_room_3,True,22080,22080,1.0,0,0,0
1508,ganon_sonogo_room_4,True,36080,36080,1.0,0,0,0
1509,ganon_demo_scene,True,36976,36976,1.0,0,0,0
1510,ganon_demo_room_0,True,16720,16720,1.0,0,0,0
1511,besitu_scene,,,,,,
1512,besitu_room_0,,,,,,
1513,face_shop_scene,True,880,880,1.0,0,0,0
1514,face_shop_room_0,True,190016,190016,1.0,0,0,0
1515,kinsuta_scene,True,5648,5648,1.0,0,0,0
1516,kinsuta_room_0,True,57504,57504,1.0,0,0,0
1517,ganontikasonogo_scene,True,19200,19200,1.0,0,0,0
1518,ganontikasonogo_room_0,True,97152,97152,1.0,0,0,0
1519,ganontikasonogo_room_1,True,40736,40736,1.0,0,0,0
1520,test01_scene,,,,,,
1521,test01_room_0,,,,,,
1522,bump_texture_static,True,1024,1024,1.0,0,0,0
1523,anime_model_1_static,True,16,16,1.0,0,0,0
1524,anime_model_2_static,True,16,16,1.0,0,0,0
1525,anime_model_3_static,True,16,16,1.0,0,0,0
1526,anime_model_4_static,True,16,16,1.0,0,0,0
1527,anime_model_5_static,True,16,16,1.0,0,0,0
1528,anime_model_6_static,True,16,16,1.0,0,0,0
1529,anime_texture_1_static,True,16,16,1.0,0,0,0
1530,anime_texture_2_static,True,16,16,1.0,0,0,0
1531,anime_texture_3_static,True,16,16,1.0,0,0,0
1532,anime_texture_4_static,True,16,16,1.0,0,0,0
1533,anime_texture_5_static,True,16,16,1.0,0,0,0
1534,anime_texture_6_static,True,16,16,1.0,0,0,0
1535,softsprite_matrix_static,True,64,64,1.0,0,0,0
